alpha,beta,m,resolution,microservice_threshold,partitions
0.0,1.0,1.0,0.0,9,"{0: ['OrSpecification.java', 'AndSpecification.java', 'NotSpecification.java', 'AbstractSpecification.java', 'Specification.java'], 1: ['BookingServiceFacadeImpl.java', 'BookingService.java', 'BookingServiceFacade.java', 'CargoRoutingDTOAssembler.java', 'CargoTrackingController.java', 'TrackingId.java', 'BookingServiceImpl.java', 'CargoHandledConsumer.java', 'CargoRoutingDTO.java', 'RoutingStatus.java', 'TrackCommand.java', 'TrackCommandValidator.java'], 2: ['CargoRepository.java', 'CargoRepositoryJPA.java'], 3: ['HandlingReportParser.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'HandlingReport.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'LegDTO.java', 'Itinerary.java', 'Cargo.java', 'CargoFactory.java', 'RouteSpecification.java', 'VoyageRepository.java', 'Leg.java', 'SampleDataGenerator.java', 'RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'HandlingReportService.java', 'RouteCandidateDTO.java'], 4: ['LocationRepositoryJPA.java', 'LocationRepository.java'], 5: ['Itinerary.java', 'Cargo.java', 'CargoTrackingRestService.java', 'CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'CargoTrackingDTO.java', 'HandlingActivity.java'], 6: ['CargoFactory.java', 'RouteSpecification.java', 'VoyageRepository.java', 'Leg.java', 'SampleDataGenerator.java', 'LocationDTOAssembler.java', 'Location.java', 'Delivery.java', 'LocationDTO.java'], 7: ['RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'HandlingReportParser.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'HandlingReport.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'LegDTO.java'], 8: ['HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'HandlingHistory.java'], 9: ['CargoHandledConsumer.java'], 10: ['DDDSampleApplicationContext.java', 'CargoInspectionServiceImpl.java', 'DateUtils.java', 'CargoInspectionService.java', 'Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java', 'SampleVoyages.java'], 11: ['Voyage.java', 'Schedule.java', 'CarrierMovement.java'], 12: ['CargoTrackingRestService.java', 'CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'CargoTrackingDTO.java', 'HandlingActivity.java', 'UnknownVoyageException.java', 'HandlingEventFactory.java', 'UploadDirectoryScanner.java', 'InterfacesApplicationContext.java'], 13: ['TrackCommand.java'], 14: ['TrackCommandValidator.java'], 15: ['HandlingEventServiceImpl.java', 'HandlingEventService.java'], 16: ['GraphDAO.java', 'GraphDAOStub.java', 'PathfinderApplicationContext.java'], 17: ['UnknownCargoException.java', 'UnknownLocationException.java', 'CannotCreateHandlingEventException.java'], 18: ['HandlingEventRegistrationAttempt.java', 'HandlingEventRegistrationAttemptConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java'], 19: ['SimpleLoggingConsumer.java'], 20: ['LocationDTO.java'], 21: ['PathfinderApplicationContext.java', 'TransitPath.java', 'GraphTraversalServiceImpl.java'], 22: ['ValueObjectSupport.java']}"
0.0,1.0,1.5,0.0,9,"{0: ['OrSpecification.java', 'AndSpecification.java', 'NotSpecification.java', 'AbstractSpecification.java', 'Specification.java'], 1: ['BookingServiceFacadeImpl.java', 'BookingService.java', 'BookingServiceFacade.java', 'CargoRoutingDTOAssembler.java', 'ItineraryCandidateDTOAssembler.java', 'LegDTO.java', 'CargoTrackingController.java', 'BookingServiceImpl.java', 'TrackingId.java', 'HandlingReportParser.java', 'SampleLocations.java', 'HandlingReport.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'HandlingHistory.java', 'CargoTrackingRestService.java', 'CargoHandledConsumer.java', 'CargoRoutingDTO.java', 'RoutingStatus.java', 'TrackCommand.java', 'TrackCommandValidator.java', 'UploadDirectoryScanner.java', 'InterfacesApplicationContext.java', 'LocationDTO.java'], 2: ['CargoRepository.java', 'CargoRepositoryJPA.java'], 3: ['ItineraryCandidateDTOAssembler.java', 'LegDTO.java', 'BookingServiceFacadeImpl.java', 'BookingService.java', 'BookingServiceFacade.java', 'CargoRoutingDTOAssembler.java', 'HandlingReportParser.java', 'SampleLocations.java', 'HandlingReport.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'CargoRoutingDTO.java', 'RouteCandidateDTO.java', 'LocationDTO.java'], 4: ['LocationRepositoryJPA.java', 'LocationRepository.java'], 5: ['HandlingReportParser.java', 'SampleLocations.java', 'HandlingReport.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'BookingServiceFacadeImpl.java', 'BookingService.java', 'BookingServiceFacade.java', 'CargoRoutingDTOAssembler.java', 'ItineraryCandidateDTOAssembler.java', 'LegDTO.java', 'LocationDTOAssembler.java', 'Location.java', 'Delivery.java', 'RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'HandlingHistory.java', 'CargoTrackingRestService.java', 'CargoHandledConsumer.java', 'CargoRoutingDTO.java', 'RoutingStatus.java', 'TrackCommand.java', 'TrackCommandValidator.java', 'HandlingReportService.java', 'UploadDirectoryScanner.java', 'InterfacesApplicationContext.java', 'LocationDTO.java'], 6: ['CargoFactory.java', 'Itinerary.java', 'RouteSpecification.java', 'VoyageRepository.java', 'Cargo.java', 'DDDSampleApplicationContext.java', 'Leg.java', 'SampleDataGenerator.java', 'CargoInspectionServiceImpl.java', 'DateUtils.java', 'ItineraryCandidateDTOAssembler.java', 'LegDTO.java', 'CargoInspectionService.java', 'Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java', 'CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'HandlingActivity.java', 'CargoTrackingDTO.java', 'SampleVoyages.java'], 7: ['RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'HandlingReportParser.java', 'SampleLocations.java', 'HandlingReport.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'LocationDTO.java'], 8: ['HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'HandlingHistory.java', 'CargoTrackingRestService.java', 'UploadDirectoryScanner.java', 'InterfacesApplicationContext.java'], 9: ['CargoHandledConsumer.java'], 10: ['Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java'], 11: ['CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'HandlingActivity.java', 'CargoTrackingDTO.java', 'UnknownVoyageException.java', 'HandlingEventFactory.java', 'LocationDTO.java'], 12: ['TrackCommand.java'], 13: ['TrackCommandValidator.java', 'UploadDirectoryScanner.java', 'InterfacesApplicationContext.java'], 14: ['HandlingEventServiceImpl.java', 'HandlingEventService.java'], 15: ['GraphDAO.java', 'GraphDAOStub.java', 'PathfinderApplicationContext.java'], 16: ['UnknownCargoException.java', 'UnknownLocationException.java', 'CannotCreateHandlingEventException.java'], 17: ['HandlingEventRegistrationAttempt.java', 'HandlingEventRegistrationAttemptConsumer.java', 'HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'HandlingHistory.java', 'CargoTrackingRestService.java', 'CargoHandledConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java', 'SimpleLoggingConsumer.java', 'UploadDirectoryScanner.java', 'InterfacesApplicationContext.java'], 18: ['SimpleLoggingConsumer.java', 'CargoHandledConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java', 'HandlingEventRegistrationAttempt.java', 'HandlingEventRegistrationAttemptConsumer.java'], 19: ['LocationDTO.java'], 20: ['PathfinderApplicationContext.java', 'TransitPath.java', 'GraphTraversalServiceImpl.java'], 21: ['ValueObjectSupport.java']}"
0.0,1.0,2.0,0.0,9,"{0: ['OrSpecification.java', 'AndSpecification.java', 'NotSpecification.java', 'AbstractSpecification.java', 'Specification.java'], 1: ['BookingServiceFacadeImpl.java', 'BookingService.java', 'BookingServiceFacade.java', 'CargoRoutingDTOAssembler.java', 'HandlingReportParser.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'LegDTO.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'HandlingReport.java', 'Location.java', 'Delivery.java', 'LocationDTOAssembler.java', 'CargoTrackingController.java', 'TrackingId.java', 'BookingServiceImpl.java', 'HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'HandlingHistory.java', 'CargoTrackingRestService.java', 'CargoHandledConsumer.java', 'CargoRoutingDTO.java', 'TrackCommand.java', 'TrackCommandValidator.java', 'HandlingReportService.java', 'UploadDirectoryScanner.java', 'InterfacesApplicationContext.java', 'RouteCandidateDTO.java', 'LocationDTO.java'], 2: ['CargoRepository.java', 'CargoRepositoryJPA.java'], 3: ['HandlingReportParser.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'LegDTO.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'HandlingReport.java', 'BookingServiceFacadeImpl.java', 'BookingService.java', 'BookingServiceFacade.java', 'CargoRoutingDTOAssembler.java', 'RouteSpecification.java', 'Cargo.java', 'DDDSampleApplicationContext.java', 'Leg.java', 'SampleDataGenerator.java', 'CargoInspectionServiceImpl.java', 'CargoFactory.java', 'RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'Itinerary.java', 'CargoRoutingDTO.java', 'HandlingReportService.java', 'UploadDirectoryScanner.java', 'InterfacesApplicationContext.java', 'RouteCandidateDTO.java'], 4: ['LocationRepositoryJPA.java', 'LocationRepository.java'], 5: ['RouteSpecification.java', 'Cargo.java', 'DDDSampleApplicationContext.java', 'Leg.java', 'SampleDataGenerator.java', 'CargoInspectionServiceImpl.java', 'CargoFactory.java', 'HandlingReportParser.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'LegDTO.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'HandlingReport.java', 'Location.java', 'Delivery.java', 'LocationDTOAssembler.java', 'Itinerary.java', 'CargoInspectionService.java', 'Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java', 'CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'CargoTrackingDTO.java', 'HandlingActivity.java', 'UnknownVoyageException.java', 'HandlingEventFactory.java', 'VoyageRepository.java', 'DateUtils.java', 'HandlingReportService.java'], 6: ['RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'HandlingReportParser.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'LegDTO.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'HandlingReport.java', 'HandlingReportService.java', 'RouteCandidateDTO.java'], 7: ['HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'HandlingHistory.java', 'CargoTrackingRestService.java', 'UploadDirectoryScanner.java', 'InterfacesApplicationContext.java'], 8: ['Itinerary.java', 'RouteSpecification.java', 'Cargo.java', 'DDDSampleApplicationContext.java', 'Leg.java', 'SampleDataGenerator.java', 'CargoInspectionServiceImpl.java', 'CargoFactory.java', 'CargoInspectionService.java', 'RouteCandidateDTO.java'], 9: ['CargoHandledConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java', 'HandlingEventRegistrationAttempt.java', 'HandlingEventRegistrationAttemptConsumer.java', 'SimpleLoggingConsumer.java'], 10: ['Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java'], 11: ['CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'CargoTrackingDTO.java', 'HandlingActivity.java', 'Location.java', 'Delivery.java', 'LocationDTOAssembler.java', 'UnknownVoyageException.java', 'HandlingEventFactory.java', 'LocationDTO.java'], 12: ['TrackCommand.java'], 13: ['TrackCommandValidator.java'], 14: ['HandlingEventServiceImpl.java', 'HandlingEventService.java'], 15: ['VoyageRepository.java', 'DateUtils.java', 'RouteSpecification.java', 'Cargo.java', 'DDDSampleApplicationContext.java', 'Leg.java', 'SampleDataGenerator.java', 'CargoInspectionServiceImpl.java', 'CargoFactory.java', 'Itinerary.java', 'CargoInspectionService.java', 'Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java', 'SampleVoyages.java'], 16: ['GraphDAO.java', 'GraphDAOStub.java', 'PathfinderApplicationContext.java'], 17: ['UnknownCargoException.java', 'UnknownLocationException.java', 'CannotCreateHandlingEventException.java', 'UnknownVoyageException.java', 'HandlingEventFactory.java'], 18: ['HandlingEventRegistrationAttempt.java', 'HandlingEventRegistrationAttemptConsumer.java', 'HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'HandlingHistory.java', 'CargoTrackingRestService.java', 'CargoHandledConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java', 'SimpleLoggingConsumer.java', 'UploadDirectoryScanner.java', 'InterfacesApplicationContext.java'], 19: ['SimpleLoggingConsumer.java', 'CargoHandledConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java', 'HandlingEventRegistrationAttempt.java', 'HandlingEventRegistrationAttemptConsumer.java'], 20: ['LocationDTO.java', 'Location.java', 'Delivery.java', 'LocationDTOAssembler.java'], 21: ['PathfinderApplicationContext.java', 'TransitPath.java', 'GraphTraversalServiceImpl.java', 'GraphDAOStub.java', 'GraphDAO.java'], 22: ['ValueObjectSupport.java']}"
0.0,1.0,2.5,0.0,9,"{0: ['OrSpecification.java', 'AndSpecification.java', 'NotSpecification.java', 'AbstractSpecification.java', 'Specification.java'], 1: ['BookingServiceFacadeImpl.java', 'BookingService.java', 'BookingServiceFacade.java', 'CargoRoutingDTOAssembler.java', 'HandlingReportParser.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'LegDTO.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'HandlingReport.java', 'UploadDirectoryScanner.java', 'CargoTrackingController.java', 'InterfacesApplicationContext.java', 'TrackingId.java', 'BookingServiceImpl.java', 'CargoFactory.java', 'Itinerary.java', 'Cargo.java', 'CargoHandledConsumer.java', 'CargoRoutingDTO.java', 'TrackCommand.java', 'TrackCommandValidator.java'], 2: ['CargoRepository.java', 'CargoRepositoryJPA.java'], 3: ['HandlingReportParser.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'LegDTO.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'HandlingReport.java', 'BookingServiceFacadeImpl.java', 'BookingService.java', 'BookingServiceFacade.java', 'CargoRoutingDTOAssembler.java', 'CargoFactory.java', 'Itinerary.java', 'Cargo.java', 'RouteSpecification.java', 'Leg.java', 'SampleDataGenerator.java', 'RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'CargoRoutingDTO.java', 'HandlingReportService.java', 'RouteCandidateDTO.java'], 4: ['LocationRepositoryJPA.java', 'LocationRepository.java'], 5: ['CargoFactory.java', 'Itinerary.java', 'Cargo.java', 'CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'CargoTrackingDTO.java', 'HandlingActivity.java'], 6: ['RouteSpecification.java', 'Leg.java', 'SampleDataGenerator.java', 'HandlingReportParser.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'LegDTO.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'HandlingReport.java', 'LocationDTOAssembler.java', 'Location.java', 'Delivery.java', 'HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'CargoTrackingRestService.java', 'HandlingHistory.java', 'CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'CargoTrackingDTO.java', 'HandlingActivity.java', 'UnknownVoyageException.java', 'HandlingEventFactory.java'], 7: ['RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'HandlingReportParser.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'LegDTO.java', 'UnLocode.java', 'HandlingReportServiceImpl.java', 'HandlingReport.java', 'CargoFactory.java', 'Itinerary.java', 'Cargo.java', 'HandlingReportService.java', 'RouteCandidateDTO.java'], 8: ['HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'CargoTrackingRestService.java', 'HandlingHistory.java', 'RouteSpecification.java', 'Leg.java', 'SampleDataGenerator.java'], 9: ['CargoHandledConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java', 'SimpleLoggingConsumer.java'], 10: ['VoyageRepository.java', 'DDDSampleApplicationContext.java', 'CargoInspectionServiceImpl.java', 'DateUtils.java', 'CargoInspectionService.java', 'Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java', 'SampleVoyages.java'], 11: ['Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java', 'SampleVoyages.java'], 12: ['CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'CargoTrackingDTO.java', 'HandlingActivity.java', 'LocationDTOAssembler.java', 'Location.java', 'Delivery.java', 'CargoFactory.java', 'Itinerary.java', 'Cargo.java', 'UnknownVoyageException.java', 'HandlingEventFactory.java'], 13: ['TrackCommand.java'], 14: ['TrackCommandValidator.java'], 15: ['HandlingEventServiceImpl.java', 'HandlingEventService.java'], 16: ['GraphDAO.java', 'GraphDAOStub.java', 'PathfinderApplicationContext.java'], 17: ['UnknownCargoException.java', 'UnknownLocationException.java', 'CannotCreateHandlingEventException.java'], 18: ['HandlingEventRegistrationAttempt.java', 'HandlingEventRegistrationAttemptConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java', 'SimpleLoggingConsumer.java'], 19: ['SimpleLoggingConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java', 'HandlingEventRegistrationAttempt.java', 'HandlingEventRegistrationAttemptConsumer.java'], 20: ['LocationDTO.java'], 21: ['PathfinderApplicationContext.java', 'TransitPath.java', 'GraphTraversalServiceImpl.java', 'GraphDAOStub.java', 'GraphDAO.java'], 22: ['ValueObjectSupport.java']}"
0.0,1.0,3.0,0.0,9,"{0: ['OrSpecification.java', 'AndSpecification.java', 'NotSpecification.java', 'AbstractSpecification.java', 'Specification.java'], 1: ['BookingServiceFacadeImpl.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'LegDTO.java', 'CargoRoutingDTOAssembler.java', 'UnLocode.java', 'BookingService.java', 'BookingServiceFacade.java', 'CargoTrackingController.java', 'BookingServiceImpl.java', 'TrackingId.java', 'RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'CargoRoutingDTO.java', 'RouteCandidateDTO.java'], 2: ['BookingService.java', 'BookingServiceFacade.java', 'BookingServiceFacadeImpl.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'LegDTO.java', 'CargoRoutingDTOAssembler.java', 'UnLocode.java', 'CargoTrackingController.java', 'BookingServiceImpl.java', 'TrackingId.java'], 3: ['CargoRepository.java', 'CargoRepositoryJPA.java'], 4: ['LocationRepositoryJPA.java', 'LocationRepository.java'], 5: ['Cargo.java', 'Itinerary.java', 'RouteSpecification.java', 'VoyageRepository.java', 'Leg.java', 'SampleDataGenerator.java', 'DateUtils.java', 'VoyageNumber.java', 'CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'HandlingActivity.java', 'CargoTrackingDTO.java', 'SampleVoyages.java'], 6: ['CargoFactory.java', 'DDDSampleApplicationContext.java', 'CargoInspectionServiceImpl.java', 'CargoInspectionService.java'], 7: ['Itinerary.java', 'RouteSpecification.java', 'VoyageRepository.java', 'Leg.java', 'SampleDataGenerator.java', 'DateUtils.java', 'Cargo.java', 'HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'CargoTrackingRestService.java', 'HandlingHistory.java', 'Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java', 'SampleVoyages.java'], 8: ['RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'BookingServiceFacadeImpl.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'LegDTO.java', 'CargoRoutingDTOAssembler.java', 'UnLocode.java'], 9: ['HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'CargoTrackingRestService.java', 'HandlingHistory.java'], 10: ['CargoHandledConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java'], 11: ['Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java', 'SampleVoyages.java'], 12: ['CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'HandlingActivity.java', 'CargoTrackingDTO.java', 'LocationDTOAssembler.java', 'Location.java', 'Delivery.java', 'UnknownVoyageException.java', 'HandlingEventFactory.java'], 13: ['TrackCommand.java'], 14: ['TrackCommandValidator.java'], 15: ['HandlingEventServiceImpl.java', 'HandlingEventService.java'], 16: ['GraphDAO.java', 'GraphDAOStub.java', 'PathfinderApplicationContext.java'], 17: ['UnknownCargoException.java', 'UnknownLocationException.java', 'CannotCreateHandlingEventException.java'], 18: ['HandlingEventRegistrationAttempt.java', 'HandlingEventRegistrationAttemptConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java', 'SimpleLoggingConsumer.java'], 19: ['HandlingReportParser.java', 'HandlingReport.java', 'HandlingReportServiceImpl.java', 'HandlingReportService.java'], 20: ['SimpleLoggingConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java', 'HandlingEventRegistrationAttempt.java', 'HandlingEventRegistrationAttemptConsumer.java'], 21: ['LocationDTO.java'], 22: ['PathfinderApplicationContext.java', 'TransitPath.java', 'GraphTraversalServiceImpl.java', 'GraphDAOStub.java', 'GraphDAO.java'], 23: ['ValueObjectSupport.java']}"
0.0,1.0,3.5,0.0,9,"{0: ['OrSpecification.java', 'AndSpecification.java', 'NotSpecification.java', 'AbstractSpecification.java', 'Specification.java'], 1: ['BookingServiceFacadeImpl.java', 'BookingService.java', 'BookingServiceFacade.java', 'CargoRoutingDTOAssembler.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'UnLocode.java', 'LegDTO.java', 'UploadDirectoryScanner.java', 'CargoTrackingController.java', 'InterfacesApplicationContext.java', 'BookingServiceImpl.java', 'TrackingId.java', 'CargoRoutingDTO.java'], 2: ['CargoTrackingRestService.java', 'CargoRepository.java', 'CargoRepositoryJPA.java'], 3: ['ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'UnLocode.java', 'LegDTO.java', 'BookingServiceFacadeImpl.java', 'BookingService.java', 'BookingServiceFacade.java', 'CargoRoutingDTOAssembler.java', 'RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'RouteCandidateDTO.java'], 4: ['LocationRepositoryJPA.java', 'LocationRepository.java'], 5: ['Itinerary.java', 'RouteSpecification.java', 'VoyageRepository.java', 'Cargo.java', 'Leg.java', 'SampleDataGenerator.java', 'DateUtils.java', 'Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java', 'CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'CargoTrackingDTO.java', 'HandlingActivity.java', 'SampleVoyages.java'], 6: ['CargoFactory.java', 'DDDSampleApplicationContext.java', 'CargoInspectionServiceImpl.java', 'CargoInspectionService.java'], 7: ['RoutingService.java', 'GraphTraversalService.java', 'TransitEdge.java', 'ExternalRoutingService.java', 'ItineraryCandidateDTOAssembler.java', 'SampleLocations.java', 'UnLocode.java', 'LegDTO.java'], 8: ['HandlingEventRepository.java', 'HandlingEventRepositoryJPA.java', 'HandlingHistory.java'], 9: ['CargoHandledConsumer.java'], 10: ['Voyage.java', 'Schedule.java', 'CarrierMovement.java', 'VoyageNumber.java', 'SampleVoyages.java'], 11: ['CargoTrackingViewAdapter.java', 'HandlingEvent.java', 'CargoTrackingDTOConverter.java', 'CargoTrackingDTO.java', 'HandlingActivity.java', 'Location.java', 'Delivery.java', 'LocationDTOAssembler.java', 'UnknownVoyageException.java', 'HandlingEventFactory.java'], 12: ['TrackCommand.java'], 13: ['TrackCommandValidator.java'], 14: ['HandlingEventServiceImpl.java', 'HandlingEventService.java'], 15: ['GraphDAO.java', 'GraphDAOStub.java', 'PathfinderApplicationContext.java'], 16: ['UnknownCargoException.java', 'UnknownLocationException.java', 'CannotCreateHandlingEventException.java'], 17: ['HandlingEventRegistrationAttempt.java', 'HandlingEventRegistrationAttemptConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java', 'SimpleLoggingConsumer.java'], 18: ['HandlingReportParser.java', 'HandlingReport.java', 'HandlingReportServiceImpl.java', 'HandlingReportService.java'], 19: ['SimpleLoggingConsumer.java', 'JmsApplicationEventsImpl.java', 'ApplicationEvents.java', 'InfrastructureMessagingJmsConfig.java'], 20: ['LocationDTO.java'], 21: ['PathfinderApplicationContext.java', 'TransitPath.java', 'GraphTraversalServiceImpl.java', 'GraphDAOStub.java', 'GraphDAO.java'], 22: ['ValueObjectSupport.java']}"
